Code	Lat	Long	Tax
BNY	-11.3025	159.7991	
BNZ	-5.80833	144.6114	
BOA	-5.86667	13.06667	
BOB	-16.4443	-151.753	
BOC	9.340469	-82.2548	
BOD	44.83102	-0.70217	
BOE	-1.03333	15.38333	
BOF	38.9	-77.0333	
BOG	4.702895	-74.1487	
BOH	50.78234	-1.83833	
BOI	43.56926	-116.222	
BOJ	42.41667	27.28333	
BOK	42.05	-124.283	
BOL	55	-7	
BOM	19.09013	72.8637	18
BON	12.1334	-68.2769	
BOO	67.26439	14.34775	
BOP	6	15.66667	
BOQ	-6.53333	155.35	
BOR	20.32389	100.1656	
BOS	42.36297	-71.0135	
BOT	-7.23333	141.0833	
BOU	47.15	2.416667	
BOV	-3.36667	153.3333	
BOW	27.9	-81.8333	
BOX	-16.0767	136.3031	
BOY	11.16361	-4.32444	
BOZ	6.416667	16.58333	
BPA	40.73333	-73.4833	
BPB	-9.13333	147.5333	
BPC	5.916667	10.15	
BPD	-7.74352	147.0208	
BPE	24	96	
BPF	-8.55	158.1167	
BPG	-15.8607	-52.3901	
BPH	8.193856	126.3195	
BPI	42.53333	-110.117	
BPK	-5.52688	141.7449	
BPL	44.90423	82.02419	
BPM	17.45403	78.46967	
BPN	-1.26062	116.9008	
BPS	-16.439	-39.0834	
BPT	29.95083	-94.02	
BPU	33.25	131.5	
BPX	30.55113	97.10917	
BPY	-16.7453	44.48039	
BQA	15	121.0833	
BQB	-33.7167	115.25	
BQE	11.30338	-15.8391	
BQG	52.38256	140.45	
BQH	51.33333	0.033333	
BQI	-18.1182	21.62398	
BQJ	67.6462	134.7025	
BQK	31.16667	-81.4833	
BQL	-22.9126	139.9032	
BQN	18.49346	-67.1342	
BQO	9.254884	-3.03332	
BQQ	-11.0833	-43.1333	
BQS	50.42662	127.4097	
BQT	52.10881	23.89508	
BQU	12.98876	-61.2611	
BQV	58.41667	-135.733	
BQW	-20.1833	127.8	
BRA	-12.0795	-45.0097	
BRB	-2.75748	-42.8035	
BRC	-41.146	-71.1611	
BRD	46.40507	-94.1283	
BRE	53.04534	8.789642	
BRF	53.8	-1.75	
BRG	37.11667	-82.8333	
BRH	-5.7	145.3667	
BRI	41.1534	16.7656	
BRJ	-36.7	146.9333	
BRK	-30.0833	145.9333	
BRL	40.78611	-91.1233	
BRM	10.04359	-69.3562	
BRN	46.91221	7.498597	
BRO	25.90889	-97.4233	
BRP	-7.53333	146.7	
BRQ	49.15826	16.6908	
BRR	57.02334	-7.44028	
BRS	51.38297	-2.71862	
BRT	-11.7616	130.6138	
BRU	50.90103	4.478627	
BRV	53.75	8.916667	
BRW	71.28621	-156.775	
BRX	18.25182	-71.1234	
BRY	37.81678	-85.4983	
BRZ	8.766667	-7.5	
BSA	11.27783	49.14299	
BSB	-15.8717	-47.9117	
BSC	6.203069	-77.3952	
BSD	25.0516	99.1646	
BSE	1.813205	109.7644	
BSF	21.38333	-157.75	
BSG	1.909358	9.807491	
BSH	50.81667	-0.11667	
BSI	40.45	-79.2833	
BSJ	-37.8333	147.6333	
BSK	34.79318	5.734029	
BSL	47.59961	7.532604	
BSM	36.65561	52.35553	
BSN	6.583333	17.5	
BSO	20.45145	121.9808	
BSP	-8.33333	141.0833	
BSQ	31.36399	-109.883	
BSR	30.55556	47.79139	
BSS	-7.51667	-46.05	
BST	31.55956	64.36797	
BSU	1.225449	19.78884	
BSV	-15.6725	47.06196	
BSW	60.42234	-146.145	
BSX	16.8136	94.77532	
BSY	2.329012	42.31154	
BSZ	43.05818	74.46359	
BTA	4.540833	13.7275	
BTB	3.05	18.5	
BTC	7.706074	81.6752	
BTD	-18.6336	135.941	
BTE	7	-12.0083	
BTF	40.88333	-111.883	
BTG	7.416667	18.33333	
BTH	1.121993	104.1157	
BTI	70.13398	-143.583	
BTJ	5.529466	95.41908	
BTK	56.36667	101.8167	
BTL	42.37278	-85.2648	
BTM	45.95111	-112.494	
BTN	34.61667	-79.6833	
BTO	4.25	-55.45	
BTP	40.85	-79.9167	
BTQ	-2.59547	29.73655	
BTR	30.53197	-91.1504	
BTS	48.17229	17.2135	
BTT	66.91573	-151.528	
BTU	3.171772	113.0435	
BTV	44.4729	-73.1515	
BTW	-3	116	
BTX	-25.6916	140.7445	
BTY	36.9	-116.767	
BTZ	5.785833	101.1475	
BUA	-5.42211	154.6733	
BUB	41.78333	-99.1333	
BUC	-17.7455	139.5387	
BUD	47.43527	19.25351	
BUF	42.9402	-78.7308	
BUG	-12.6064	13.40556	
BUI	-2	133.5833	
BUJ	35.16667	4.15	
BUK	15.83333	43.76667	
BUL	-7.21574	146.6509	
BUM	38.26667	-94.3333	
BUN	3.825	-76.9958	
BUO	9.5225	45.55417	
BUP	30.16667	74.96667	
BUQ	-20.0133	28.60861	
BUR	34.20317	-118.359	
BUS	41.60685	41.61116	
BUT	27.56239	90.74768	
BUU	-1.5425	102.1828	
BUV	-30.3333	-57.0833	
BUW	-5.46667	122.6333	
BUX	1.566659	30.21727	
BUY	-33.3167	115.6333	
BUZ	28.9573	50.82294	
BVA	49.45949	2.110815	
BVB	2.833333	-60.6667	
BVC	16.08333	-22.8333	
BVD	53.73333	-166.317	
BVE	45.16667	1.533333	
BVF	-17	178.5	
BVG	70.87165	29.03289	
BVH	-12.6941	-60.0988	
BVI	-25.8912	139.3452	
BVJ	70.31153	68.34863	
BVK	-13.55	-63.75	
BVL	-13.5833	-63.5833	
BVM	-15.8333	-38.9167	
BVO	36.76711	-96.0092	
BVP	-5.38333	141.7	
BVR	14.86371	-24.7464	
BVS	-1.63511	-50.4422	
BVU	61.17318	-151.048	
BVV	44.92865	147.6134	
BVW	-12.65	143.2167	
BVX	35.76667	-91.65	
BVY	42.55	-70.8833	
BVZ	-15	124	
BWA	27.5051	83.41217	
BWB	-20.7833	115.4167	
BWC	32.99083	-115.514	
BWD	31.79321	-98.9561	
BWE	52.26667	10.53333	
BWF	54.12798	-3.26136	
BWG	36.96222	-86.4222	
BWH	5.466667	100.3925	
BWI	39.17953	-76.6689	
BWJ	-6.4	146.9	
BWK	43.28333	16.68333	
BWL	36.79587	-97.3173	
BWM	46.18333	-103.4	
BWN	4.942386	114.9291	
BWO	51.85574	47.74207	
BWP	-3.01667	141.15	
BWQ	-29.95	146.8667	
BWS	48.96667	-122.833	
BWT	-40.9987	145.7359	
BWU	-33.9242	150.9901	
BWW	22.6213	-79.1472	
BWX	-8.31045	114.3379	
BXA	30.93333	-89.8833	
BXB	-2.52683	133.4412	
BXD	-7.16667	139.5	
BXE	14.84636	-12.4696	
BXF	-17.5456	128.3078	
BXG	-36.7347	144.3019	
BXH	46.88333	75.01667	
BXI	8.75	-6.5	
BXJ	43.5	76.95	
BXK	33.36667	-112.583	
BXL	-16.75	179	
BXM	-4.11667	140.85	
BXN	37.13926	27.6676	
BXO	46.97444	8.396944	
BXP	52.00739	23.14742	
BXR	29.08907	58.43984	
BXS	33.34333	-116.328	
BXT	0.166667	117.5	
BXU	8.951556	125.4787	
BXV	64.78954	-14.0382	
BXW	-5.72494	112.6769	
BXX	9.966667	43.11667	
BXY	45.62361	63.21389	
BXZ	-5.72397	147.8666	
BYA	64.07806	-141.113	
BYB	25.58333	56.25	
BYC	-21.9614	-63.6519	
BYD	14.13333	46.55	
BYF	49.9715	2.69766	
BYG	44.35	-106.7	
BYH	35.96444	-89.9439	
BYI	42.54139	-113.774	
BYJ	38.0789	-7.9324	
BYK	7.740424	-5.06861	
BYL	7.366667	-10	
BYM	20.38333	-76.65	
BYN	46.1	100.6833	
BYO	-21.2494	-56.4519	
BYP	-22.6743	119.1656	
BYQ	3.583333	117.8333	
BYR	57.27657	10.99655	
BYS	35.26667	-116.567	
BYT	51.67744	-9.48654	
BYU	49.98584	11.63979	
BYV	6.927468	79.84836	
BYW	48.5	-123	
BYX	-13.1977	136.2265	
BZA	13.95	-84.6	
BZB	-21.5347	35.49167	
BZC	-22.7706	-41.9628	
BZD	-34.624	143.5764	
BZE	17.53923	-88.3048	
BZF	40.5738	-122.408	
BZG	53.09768	17.97878	
BZH	-16.817	28.35	
BZI	39.6189	27.92022	
BZJ	33.56083	115.9092	
BZK	53.26667	34.33333	
BZL	22.80394	90.30062	
BZM	-17.696	45.087	
BZN	45.78359	-111.157	
BZO	46.46006	11.32609	
BZP	-15.2167	144.6333	
BZR	43.32417	3.354444	
BZS	38.86334	-77.0133	
BZT	34.8914	-114.616	
BZU	2.8	24.73333	
BZV	-4.25096	15.25394	
BZX	31.73838	106.6455	
BZY	47.75	27.93333	
BZZ	51.75112	-1.57939	
CAA	14.83056	-85.8945	
CAB	-5.59803	12.18821	
CAC	-24.95	-53.4667	
CAD	44.27409	-85.4271	
CAE	33.93886	-81.114	
CAF	-4.87146	-66.8975	
CAG	39.25058	9.057313	
CAH	9.176892	105.1747	
CAI	30.11411	31.4247	
CAJ	6.22958	-62.8546	
CAK	40.91521	-81.4399	
CAL	55.44028	-5.69838	
CAM	-20.0064	-63.5273	
CAN	23.39319	113.3015	
CAO	36.45	-103.183	
CAP	19.72635	-72.2003	
CAQ	7.6	-75.25	
CAR	46.86667	-68.0167	
CAS	33.55972	-7.66306	
CAT	38.725	-9.35523	
CAU	-8.25	-35.9167	
CAV	-11.9	22.86667	
CAW	-21.75	-41.3	
CAX	54.93847	-2.80837	
CAY	4.820737	-52.3631	
CAZ	-31.5397	145.797	
CBA	57.71667	-135.2	
CBB	-17.414	-66.1789	
CBC	-18.9167	125.55	
CBD	9.156225	92.82152	
CBE	39.6164	-78.7622	
CBF	41.26667	-95.8667	
CBG	52.2	0.183333	
CBH	31.64778	-2.25972	
CBI	-40.3333	148.1667	
CBJ	17.9288	-71.6418	
CBK	39.4	-101.05	
CBL	8.128056	-63.5375	
CBM	33.5	-88.4167	
CBN	-6.75	108.5333	
CBO	7.164495	124.2122	
CBP	40.2	-8.41667	
CBQ	4.979605	8.3492	
CBR	-35.3029	149.1918	
CBS	10.38333	-71.4167	
CBT	-12.4814	13.49388	
CBU	51.77028	14.29917	
CBV	15.46902	-90.4065	
CBW	-24.0094	-52.357	
CBX	-33.8667	148.25	
CBY	-19.4789	140.9273	
CBZ	55.38333	-132.417	
CCA	35.31667	-94.3	
CCB	34.11243	-117.685	
CCC	22.5125	-78.5083	
CCD	34.06667	-118.267	
CCE	18.05	-63.1167	
CCF	43.21667	2.316667	
CCG	31.4114	-102.359	
CCH	-46.5823	-71.689	
CCI	-27.1814	-52.0506	
CCJ	11.1363	75.95411	
CCK	-12.1667	96.91666	
CCL	-26.7721	150.6199	
CCM	-28.7	-49.3667	
CCN	34.53333	65.26667	
CCO	4.56417	-71.3364	
CCP	-36.7738	-73.0601	
CCQ	-12.6	-38.9667	
CCR	37.98927	-122.056	
CCS	10.60316	-66.9967	
CCT	-39.5	-68.9167	
CCU	22.64531	88.43931	29
CCV	-16.2	167.5	
CCW	-33.6333	136.8333	
CCX	-16.0667	-57.7	
CCY	43.06667	-92.6833	
CCZ	25.41652	-77.8783	
CDA	-12.9033	132.533	
CDB	55.20146	-162.72	
CDC	37.7003	-113.099	
CDD	15.32121	-83.6041	
CDE	8.333333	-77.55	
CDG	49.00689	2.571082	
CDH	33.58333	-92.8333	
CDI	-20.8348	-41.1856	
CDJ	-8.23333	-49.2833	
CDK	29.13333	-83.0333	
CDL	65.90926	-161.938	
CDN	34.28365	-80.5654	
CDO	-32.1333	25.6	
CDP	14.51667	78.78333	
CDQ	-18.3	142.25	
CDR	42.83845	-103.096	
CDS	37.41667	-100.217	
CDT	40.21255	0.070324	
CDU	-15.45	124.4167	
CDV	60.49165	-145.474	
CDW	40.83333	-74.2667	
CDY	7.014232	118.4952	
CDZ	36.53333	-6.3	
CEA	37.7	-97.3333	
CEB	10.31033	123.9793	
CEC	41.78145	-124.238	
CED	-32.1306	133.7073	
CEE	59.27784	38.02065	
CEF	42.18338	-72.5538	
CEG	53.17961	-2.97287	
CEH	-10.5575	33.79793	
CEI	19.94809	99.87946	
CEK	55.30153	61.51286	
CEL	25.28389	-76.3308	
CEM	65.57366	-144.778	
CEN	27.39138	-109.831	
CEO	9.308333	124.7306	
CEP	-16.2333	-62.0833	
CEQ	43.54796	6.959813	
CER	49.64895	-1.46761	
CES	-32.8333	151.35	
CET	47.08189	-0.87688	
CEU	34.68333	-82.8333	
CEV	39.65	-85.1333	
CEW	30.78003	-86.5223	
CEX	65.05	-146.167	
CEY	36.61667	-88.3167	
CEZ	37.30437	-108.628	
CFA	58.21667	-157.5	
CFB	-22.9234	-42.0766	
CFC	-26.7883	-50.9401	
CFD	30.66667	-96.3667	
CFE	45.78501	3.160475	
CFF	-8.78361	17.9897	
CFG	22.14945	-80.4143	
CFH	-27	139	
CFI	-17.0217	131.327	
CFK	36.21307	1.330622	
CFM	55.69372	-111.269	
CFN	55.04452	-8.3409	
CFO	-10.6333	-51.5667	
CFP	-18.7833	144.35	
CFQ	49.03695	-116.498	
CFR	49.18344	-0.45928	
CFS	-30.3231	153.1156	
CFT	33.05	-109.3	
CFU	39.6019	19.91404	
CFV	37.03333	-95.6167	
CGA	55.47838	-133.146	
CGB	-15.6517	-56.1203	
CGC	-5.45917	148.5158	
CGD	28.91921	111.638	
CGE	38.56667	-76.0833	
CGF	41.56407	-81.4889	
CGG	16.08333	122.0167	
CGH	-23.6269	-46.6596	
CGI	37.22472	-89.568	
CGJ	-12.5167	27.88333	
CGK	-6.12389	106.6566	
CGL	-7.79722	-77.6514	
CGM	18.9	121.9167	
CGN	50.8678	7.138887	
CGO	34.52705	113.848	
CGP	22.25368	91.81968	
CGQ	43.90284	125.2175	
CGR	-20.4716	-54.6822	
CGS	33.66667	-84.45	
CGT	20.45	-12.3667	
CGV	-32.272	125.4876	
CGX	41.85889	-87.6083	
CGY	8.407744	124.6116	
CGZ	32.88333	-111.75	
CHA	35.03238	-85.2017	
CHB	35.42663	74.08628	
CHC	-43.4848	172.5358	
CHD	-13.0317	-41.4444	
CHF	35.1412	128.696	
CHG	41.53906	120.4341	
CHH	-6.20216	-77.8558	
CHI	41.87811	-87.6298	
CHJ	-20.2043	32.62616	
CHK	35.05	-97.9667	
CHL	44.52401	-114.217	
CHM	-9.15039	-78.5249	
CHN	37.01695	127.9333	
CHO	38.14101	-78.4525	
CHP	65.48552	-144.618	
CHQ	35.52964	24.14801	
CHR	46.81667	1.7	
CHS	32.8993	-80.0395	
CHT	-43.8	-176.35	
CHU	61.5791	-159.216	
CHV	41.73333	-7.46667	
CHW	39.85	98.41666	
CHX	9.45	-82.45	
CHY	-6.71379	156.3986	
CHZ	42.58333	-121.867	
CIA	41.79907	12.59099	
CIB	33.40611	-118.414	
CIC	39.79397	-121.855	
CID	41.88942	-91.7003	
CIE	-33.3667	116.1333	
CIF	42.23739	118.9109	
CIG	40.49417	-107.524	
CIH	36.2479	113.1253	
CII	47.90278	-112.312	
CIJ	-11.0264	-68.7528	
CIK	66.64861	-143.73	
CIL	64.90833	-163.733	
CIM	6.483333	-74.1167	
CIN	42.06667	-94.8667	
CIO	-23.4344	-57.4183	
CIP	-13.5571	32.58789	
CIQ	14.85	-89.6167	
CIR	37	-89.1833	
CIS	-2.83333	-171.667	
CIT	42.3	69.6	
CIU	46.5	-84.35	
CIV	55.21667	-132.217	
CIW	12.7	-61.3167	
CIX	-6.78972	-79.8322	
CIY	36.99483	14.60749	
CIZ	-4.08333	-63.1333	
CJA	-7.13846	-78.4898	
CJB	11.03123	77.0417	
CJC	-22.4951	-68.9084	
CJD	1.333333	-74.2667	
CJF	-22.9642	118.8123	
CJH	51.33333	-124.083	
CJJ	36.71556	127.4975	
CJL	35.88777	71.80074	
CJM	10.70825	99.35411	
CJN	32.8	-116.967	
CJS	31.63849	-106.428	
CJT	16.17405	-92.0457	
CJU	33.50707	126.4916	
CJZ	-6.88278	-38.6158	
CKA	36.75	-98.35	
CKB	39.29556	-80.2295	
CKC	49.41667	32	
CKD	61.86706	-158.132	
CKE	38.93472	-122.622	
CKG	29.72607	106.6498	
CKH	70.63333	147.8833	
CKI	-11.2	132.5333	
CKK	36.5	-91.8667	
CKL	55.88121	38.05293	
CKM	34.2	-90.5833	
CKN	47.78333	-96.6167	
CKO	-23.1167	-50.6667	
CKR	48.59774	-122.998	
CKS	-6.11656	-49.9977	
CKT	36.50623	61.05915	
CKU	60.55	-145.75	
CKV	36.61957	-87.4152	
CKW	52.43056	-108.747	
CKX	64.06816	-141.953	
CKY	9.576551	-13.6131	
CKZ	40.13451	26.42969	
CLA	23.43702	91.18807	
CLC	29.55694	-95.1375	
CLD	33.12755	-117.281	
CLE	41.40662	-81.8512	
CLG	36.15	-120.35	
CLH	-31.8333	149.7	
CLI	42.56667	-88.8667	
CLJ	46.7863	23.68461	
CLK	35.53806	-98.9325	
CLL	30.58823	-96.3641	
CLM	48.12188	-123.495	
CLN	-7.33333	-47.45	
CLO	3.543056	-76.3814	
CLP	58.8366	-158.53	
CLQ	19.3	-103.65	
CLR	33.12805	-115.523	
CLS	46.67389	-122.981	
CLT	35.21074	-80.9457	
CLU	39.21667	-85.9167	
CLV	-17.7248	-48.6082	
CLW	27.97667	-82.7586	
CLX	-25.3333	-57.6667	
CLY	42.52778	8.791667	
CLZ	8.924726	-67.4138	
CMA	-28.0332	145.6239	
CMB	7.1797	79.884	
CMC	-2.89493	-40.8584	
CMD	-34.629	148.035	
CME	18.65174	-91.8005	
CMF	45.63522	5.881803	
CMG	-19.0126	-57.6698	
CMH	39.99706	-82.893	
CMI	40.03832	-88.2716	
CMJ	23.25	119.4167	
CMK	-14.3	35.05	
CML	-19.9333	138.1167	
CMM	17.46217	-90.0539	
CMN	33.36667	-7.58667	
CMO	5.358219	48.51559	
CMP	-9.8	-36.35	
CMQ	-22.8667	147.5	
CMR	48.10875	7.359452	
CMS	10.31384	50.2032	
CMT	-2.2	-49.5	
CMU	-6.02422	144.9704	
CMV	-37	175.6667	
CMW	21.41861	-77.8497	
CMX	47.16827	-88.4865	
CMY	44.03347	-90.779	
CMZ	-17.85	35.4	
CNA	31	-110.333	
CNB	-30.9822	148.3758	
CNC	-10.05	143.0708	
CND	44.36443	28.48645	
CNE	38.45	-105.233	
CNF	-19.6334	-43.9684	
CNG	45.68333	-0.33333	
CNH	43.38333	-72.3333	
CNI	31.25	121.4333	
CNJ	-20.6689	140.5085	
CNK	39.54801	-97.6536	
CNL	57.504	10.22919	
CNM	32.33739	-104.262	
CNN	11.91727	75.54478	
CNO	33.97396	-117.635	
CNP	70.74138	-22.6464	
CNQ	-27.4497	-58.7622	
CNR	-26.3325	-70.6073	
CNS	-16.8778	145.7515	
CNT	-27.2164	-61.2103	
CNU	37.68333	-95.45	
CNV	-15.665	-38.9559	
CNW	31.91667	-97.1333	
CNX	18.76684	98.96488	
CNY	38.75841	-109.749	
CNZ	-11.5	19	
COA	38.03087	-120.414	
COB	-15.5483	130.962	
COC	-31.2972	-57.9964	
COD	44.52075	-109.022	
COE	47.68333	-116.767	
COF	28.35	-80.7333	
COG	5.08333	-76.7	
COH	26.3297	89.46984	
COI	28.31667	-80.6	
COJ	-31.3372	149.2719	
COK	10.15449	76.39249	
COL	56.61667	-6.61667	
COM	31.83333	-99.4333	
CON	43.2	-71.5333	
COO	6.357751	2.385905	
COP	42.7	-74.9333	
COQ	48.13333	114.9	
COR	-31.3155	-64.2138	
COS	38.80043	-104.703	
COT	28.45852	-99.2211	
COU	38.81683	-92.2199	
COV	36.89694	35.0675	
COW	-32.8	-70.6333	
COY	-21.85	117.75	
COZ	18.9	-70.7167	
CPA	4.376667	-7.69556	
CPB	8.632427	-77.3501	
CPC	-40.0667	-71.1333	
CPD	-29.0413	134.7226	
CPE	19.835	-90.5094	
CPF	-7.15	111.5833	
CPG	-40.8333	-63	
CPH	55.60913	12.65098	
CPI	-5.44872	152.0808	
CPL	3.716667	-75.4667	
CPM	33.89444	-118.248	
CPN	-10.1798	148.379	
CPO	-27.2989	-70.4144	
CPP	-20.75	-68.6833	
CPQ	-22.8565	-47.1116	
CPR	42.90542	-106.465	
CPS	38.56949	-90.1519	
CPT	-33.9718	18.60211	
CPU	-1.82111	-44.8669	
CPV	-7.27016	-35.8961	
CPX	18.31337	-65.3042	
CQA	-13.5751	-52.2687	
CQD	32.29394	50.83989	
CQF	50.96076	1.953363	
CQM	38.98333	-3.91667	
CQP	-18.2	147.5	
CQS	-12.4249	-64.2519	
CQT	1.616667	-74.1667	
CQW	34.7129	-79.957	
CRA	44.31881	23.8891	
CRB	-29.5243	148.5768	
CRC	4.766667	-75.9333	
CRD	-45.7872	-67.4628	
CRE	33.81128	-78.7234	
CRF	4.983333	15.93333	
CRG	30.5	-81.6667	
CRH	-28	152.1667	
CRI	22.74677	-74.1769	
CRJ	-31.8944	132.296	
CRK	15.18717	120.5575	
CRL	50.46364	4.466173	
CRM	12.48333	124.5833	
CRO	36.1028	-119.595	
CRP	27.77024	-97.5066	
CRQ	-17.75	-39.25	
CRR	-29.9167	-61.8333	
CRS	32.1	-96.4667	
CRT	33.13333	-91.9667	
CRU	12.47643	-61.4714	
CRV	38.99736	17.07972	
CRW	38.37295	-81.5942	
CRX	34.915	-88.6035	
CRY	-15.4667	128.6167	
CRZ	39.08333	63.61667	
CSA	56.05764	-6.24321	
CSB	45.41991	22.24837	
CSC	10.76667	-85.4833	
CSD	-17.9465	135.9131	
CSE	38.86667	-106.983	
CSF	49.25141	2.514507	
CSG	32.46667	-84.9833	
CSH	65.02944	35.73333	
CSI	-28.8807	153.0589	
CSJ	10.03333	111	
CSK	12.39822	-16.7509	
CSL	35.23667	-120.639	
CSM	35.53917	-96.9333	
CSN	39.19451	-119.74	
CSO	51.85591	11.41594	
CSP	58.1991	-136.639	
CSQ	41.06667	-94.3667	
CSR	5.833333	-68.1333	
CSS	-18.9833	-51.9833	
CST	-17.5	177.5	
CSU	-29.6838	-52.411	
CSV	35.95111	-85.0847	
CSW	-13.0194	-61.1681	
CSX	28.19067	113.2199	
CSY	56.13333	47.26667	
CSZ	-37.4333	-61.8833	
CTA	37.46724	15.06757	
CTB	48.63333	-112.333	
CTC	-28.4483	-65.7797	
CTD	7.988583	-80.4097	
CTE	8.833333	-80.8333	
CTF	14.76667	-91.9167	
CTG	10.44164	-75.5131	
CTH	39.98333	-75.8333	
CTI	-15.1599	19.15591	
CTK	43.3	-96.5833	
CTL	-26.4133	146.262	
CTM	18.50737	-88.3339	
CTN	-15.4443	145.1849	
CTO	38.63333	-77.6833	
CTP	-1.25028	-46.0172	
CTQ	-18.85	-50.1	
CTR	-17.5833	131	
CTS	42.78679	141.683	
CTT	43.25228	5.782727	
CTU	30.55478	103.9479	
CTV	-9.43099	20.31148	
CTW	34.72952	-112.035	
CTX	42.59257	-76.2144	
CTY	29.63641	-83.1049	
CTZ	34.97582	-78.3637	
CUA	25.03694	-111.664	
CUB	33.93694	-81.1153	
CUC	7.928927	-72.5115	
CUD	-26.803	153.1079	
CUE	-2.88934	-78.9869	
CUF	44.54739	7.623336	
CUG	-32	151	
CUH	35.98333	-96.7667	
CUI	4.666667	-72	
CUJ	11.83333	120	
CUK	17.73515	-88.0323	
CUL	24.7645	-107.478	
CUM	10.45107	-64.1322	
CUN	21.04074	-86.8818	
CUO	1.033333	-71.2333	
CUP	10.66073	-63.2615	
CUQ	-13.7622	143.1158	
CUR	12.18903	-68.9622	
CUS	31.83333	-107.633	
CUT	-38.9	-69	
CUU	28.70405	-105.97	
CUV	11.06667	-70.95	
CUW	57.94167	-134.75	
CUX	27.75	-97.3361	
CUY	-27.4469	117.9178	
CUZ	-13.5363	-71.9378	
CVA	40.49667	-80.2358	
CVB	-4.80662	144.715	
CVC	-33.7095	136.505	
CVE	9.40092	-75.6913	
CVF	45.3971	6.633762	
CVG	39.0555	-84.6615	
CVH	-37.9167	-71	
CVI	-46.4167	-67.4167	
CVJ	18.91667	-99.25	
CVL	-9.46667	150.5	
CVM	23.71389	-98.9653	
CVN	34.42584	-103.08	
CVO	44.63333	-123.117	
CVQ	-24.8834	113.6636	
CVR	33.975	-118.417	
CVS	34.38245	-103.321	
CVT	52.36991	-1.48129	
CVU	39.7	-31.1	
CWA	44.77272	-89.6672	
CWB	-25.5322	-49.1765	
CWC	48.26047	25.97853	
CWF	30.30592	-93.2319	
CWG	32.84188	-84.8785	
CWI	41.82945	-90.332	
CWJ	23.27725	99.37478	
CWK	25.16769	80.9358	
CWL	51.39851	-3.33921	
CWO	32.8	-98.1167	
CWP	33.76667	72.43333	
CWR	-27.7126	138.3256	
CWS	47.485	-122.831	
CWT	-33.8448	148.6487	
CWW	-35.9667	146.35	
CWX	32.24602	-109.895	
CXA	7.625847	-66.1644	
CXB	21.45534	91.96405	
CXC	61.58335	-144.432	
CXF	67.25154	-150.204	
CXH	49.26667	-123.117	
CXI	1.966667	-157.45	
CXJ	-29.1971	-51.1862	
CXL	32.66667	-115.517	
CXN	11.49571	49.91051	
CXO	30.31667	-95.45	
CXP	-7.73333	109	
CXQ	-18.8667	125.9167	
CXR	11.99686	109.2173	
CXT	-20.0467	146.2692	
CXY	25.41667	-77.8167	
CYA	18.27005	-73.792	
CYB	19.69019	-79.8794	
CYC	17.66667	-88.8333	
CYD	17.10472	-89.1014	
CYE	41.21028	-75.8322	
CYF	60.21667	-164.2	
CYG	-36.25	147.9	
CYI	23.45933	120.3937	
CYL	15	-86.5	
CYM	57.5	-135	
CYO	21.61667	-81.5167	
CYP	12.06975	124.5458	
CYR	-34.1667	-57.5	
CYS	41.15287	-104.819	
CYT	60.08	-142.494	
CYU	10.88333	121	
CYW	20.54563	-100.885	
CYX	68.74272	161.3324	
CYZ	16.93054	121.7522	
CZA	20.66667	-88.5667	
CZB	-28.6417	-53.5583	
CZC	61.96667	-145.3	
CZE	11.41583	-69.6819	
CZF	61.78035	-166.04	
CZH	18.38233	-88.4109	
CZJ	9.570556	-79.3686	
CZK	45.66667	-121.9	
CZL	36.30519	6.618446	
CZM	20.52296	-86.9294	
CZN	62.07083	-142.05	
CZO	62.56363	-144.67	
CZP	55.96611	-133.797	
CZR	56.91333	118.27	
CZS	-7.58333	-72.7833	
CZT	28.52398	-99.8312	
CZU	9.3375	-75.2828	
CZW	50.81667	19.1	
CZX	31.91848	119.7784	
CZY	-24.5167	139.5333	
CZZ	37.1	-102.583	
DAA	37.5	-78.75	
DAB	29.18164	-81.0543	
DAC	23.84229	90.40375	
DAD	16.04258	108.1972	
DAF	-4.73333	144.95	
DAG	34.25	-117.333	
DAH	13.86667	46.13333	
DAJ	-9.43333	142.5333	
DAK	25.41472	28.99917	
DAL	32.84502	-96.8498	
DAM	33.41083	36.51391	
DAN	36.57306	-79.335	
DAO	-8.43306	147.8494	
DAP	29.66847	80.54785	
DAR	-6.87419	39.20752	
DAS	66.7031	-119.707	
DAT	40.06062	113.4819	
DAU	-9.08676	143.208	
DAV	8.383333	-82.4333	
DAX	31.12819	107.4285	
DAY	39.90532	-84.2202	
DAZ	38.4611	70.8825	
DBA	28.8731	64.40752	
DBB	30.92444	28.46139	
DBC	45.50655	123.0207	
DBD	23.78333	86.45	
DBK	8.273	79.756	
DBM	10.31944	37.74306	
DBN	32.56194	-82.9861	
DBO	-32.215	148.5781	
DBP	-6.30823	141.9048	
DBQ	42.41	-90.7108	
DBR	26.19679	85.91189	
DBS	44.16667	-112.233	
DBT	11.96806	38.02528	
DBU	7.86	80.65167	
DBV	42.56149	18.26434	
DBY	-27.158	151.2594	
DCA	38.85344	-77.0435	
DCF	15.5	-61.3333	
DCG	25.26444	55.31167	
DCI	39.35	8.966667	
DCK	66.94411	-156.906	
DCM	43.5564	2.289003	
DCN	-17.5808	123.8215	
DCP	59.23361	-121.691	
DCR	40.83333	-84.9333	
DCT	22.25	-75.75	
DCU	34.6	-86.9833	
DCY	29.31628	100.0606	
